Query,AutocompletePacketSize,NumSearchResults
caus,303,0
causi,287,0
causin,287,0
causing,335,4780000000
e,269,0
ed,286,0
edg,225,0
edgi,275,0
edgin,298,0
edging,321,0
edgings,358,147000000
s,310,0
st,306,0
sta,244,0
stat,338,0
stati,304,0
statin,351,0
stating,309,533000000
t,273,0
ti,278,0
tim,307,0
timi,319,0
timin,363,0
timing,364,0
timings,330,1130000000
e,269,0
ef,282,0
eff,301,0
effo,331,0
effor,332,0
effort,333,0
efforts,322,3000000000
c,265,0
ca,310,0
cau,295,0
caus,303,0
cause,353,0
causer,297,0
causers,379,1150000
s,310,0
sc,297,0
scr,281,0
scre,325,0
scree,368,0
screen,369,0
screens,393,2950000000
b,298,0
bl,266,0
bla,306,0
blac,320,0
black,321,0
blacke,396,0
blacker,324,15300000
s,310,0
sc,297,0
scr,281,0
scre,325,0
screa,312,0
scream,340,0
screams,332,475000000
c,265,0
ce,297,0
cen,330,0
cent,341,0
cente,379,0
center,387,0
centers,418,7550000000
w,284,0
wa,303,0
wan,288,0
want,300,0
wanti,304,0
wantin,311,0
wanting,325,681000000
w,284,0
wa,304,0
wal,313,0
wall,296,0
walli,328,0
wallin,367,0
walling,368,20900000
w,284,0
wa,303,0
wal,343,0
walk,338,0
walke,328,0
walker,329,0
walkers,352,870000000
c,265,0
ce,297,0
cer,295,0
cert,322,0
certa,345,0
certai,358,0
certain,359,7250000000
e,269,0
em,283,0
emp,306,0
empt,333,0
empti,293,0
emptie,292,0
emptied,320,170000000
e,269,0
em,283,0
emp,306,0
empt,333,0
empti,293,0
emptie,292,0
empties,313,27700000
e,269,0
em,283,0
emp,306,0
empt,333,0
empti,293,0
emptie,292,0
emptier,313,2010000
e,269,0
en,334,0
end,348,0
endi,286,0
endin,389,0
ending,390,0
endings,335,1740000000
s,310,0
st,306,0
sta,320,0
star,274,0
start,307,0
starte,315,0
started,356,5570000000
s,310,0
sc,297,0
sch,312,0
scho,324,0
schoo,350,0
school,375,0
schools,344,5790000000
s,310,0
sc,297,0
sca,299,0
scar,315,0
scare,289,0
scarer,272,0
scarers,332,953000
s,310,0
sc,297,0
sca,299,0
scar,315,0
scari,376,0
scarin,301,0
scaring,320,221000000
s,310,0
sa,301,0
say,304,0
sayi,336,0
sayin,346,0
saying,347,0
sayings,348,2810000000
e,269,0
en,334,0
eng,392,0
engi,358,0
engin,359,0
engine,360,0
engines,336,1670000000
s,310,0
sa,301,0
sav,317,0
savi,360,0
savin,366,0
saving,367,0
savings,388,1970000000
s,310,0
sa,301,0
san,317,0
sand,325,0
sandi,327,0
sandin,317,0
sanding,312,188000000
e,269,0
en,348,0
enj,308,0
enjo,299,0
enjoy,312,0
enjoye,272,0
enjoyed,291,2790000000
s,310,0
st,306,0
sta,320,0
star,278,0
stare,314,0
starer,318,0
starers,291,92500
s,310,0
sa,301,0
sad,290,0
sadd,312,0
sadde,328,0
saddes,351,0
saddest,352,64900000
s,310,0
st,306,0
sta,320,0
star,278,0
stari,311,0
starin,340,0
staring,353,748000000
e,269,0
en,348,0
eno,294,0
enou,329,0
enoug,330,0
enough,331,0
enoughs,314,498000
r,289,0
ru,276,0
rus,325,0
rush,287,0
rushi,338,0
rushin,350,0
rushing,351,255000000
b,298,0
ba,334,0
bag,274,0
bagg,304,0
baggi,292,0
baggin,319,0
bagging,331,107000000
r,289,0
ru,276,0
run,266,0
runn,322,0
runne,330,0
runner,331,0
runners,327,552000000
e,269,0
en,348,0
ent,338,0
ente,364,0
enter,365,0
entere,307,0
entered,334,6090000000
c,265,0
ch,309,0
cha,291,0
chan,306,0
chanc,302,0
chance,320,0
chances,427,3540000000
e,269,0
en,348,0
ent,338,0
enti,301,0
entir,317,0
entire,315,0
entires,345,876000
c,265,0
ch,309,0
cha,291,0
chan,306,0
chanc,302,0
chance,320,0
chancer,306,3930000
r,289,0
ru,276,0
rub,304,0
rubb,318,0
rubbi,331,0
rubbin,357,0
rubbing,363,431000000
r,289,0
ro,272,0
row,314,0
rowi,358,0
rowin,359,0
rowing,370,0
rowings,374,183000000
c,265,0
ch,309,0
cha,291,0
chan,306,0
chanc,302,0
chance,320,0
chanced,287,40400000
r,289,0
ro,272,0
rou,305,0
roun,342,0
round,343,0
rounde,325,0
rounded,346,419000000
s,310,0
st,306,0
sta,354,0
star,278,0
starr,314,0
starre,328,0
starred,314,319000000
r,289,0
ro,272,0
roo,286,0
room,320,0
roomi,320,0
roomin,332,0
rooming,359,20200000
c,265,0
ch,309,0
cha,291,0
chan,306,0
chang,343,0
change,355,0
changed,317,3390000000
c,265,0
ch,309,0
cha,291,0
chan,306,0
chang,343,0
change,355,0
changes,344,10850000000
b,298,0
bl,266,0
blo,290,0
bloc,292,0
block,293,0
blocke,271,0
blocked,357,1590000000
a,303,0
an,301,0
ang,308,0
angr,301,0
angri,268,0
angrie,325,0
angrier,302,7950000
e,269,0
ex,312,0
exa,287,0
exac,301,0
exact,316,0
exactl,317,0
exactly,318,2540000000
e,269,0
ex,312,0
exc,287,0
exce,326,0
excep,334,0
except,335,0
excepts,319,2540000
c,265,0
ch,309,0
che,298,0
chec,311,0
check,312,0
checke,308,0
checked,344,2190000000
e,269,0
ex,312,0
exc,287,0
exci,318,0
excit,348,0
excite,362,0
excited,332,1500000000
e,269,0
ex,312,0
exc,287,0
exci,318,0
excit,348,0
excite,365,0
excites,294,194000000
t,273,0
th,321,0
thr,318,0
thro,323,0
throu,321,0
throug,335,0
through,336,10990000000
e,269,0
ex,312,0
exp,322,0
expe,323,0
expec,309,0
expect,310,0
expects,339,3000000000
b,298,0
bl,266,0
blo,290,0
bloo,296,0
blood,343,0
bloode,293,0
blooded,307,86700000
c,265,0
ch,309,0
che,298,0
chee,312,0
cheek,298,0
cheeke,273,0
cheeked,304,7840000
t,273,0
th,321,0
thr,318,0
thro,323,0
throa,315,0
throat,316,0
throats,340,77900000
w,284,0
wa,311,0
wak,360,0
waki,322,0
wakin,355,0
waking,356,0
wakings,342,220000
s,310,0
sp,312,0
spr,338,0
spri,336,0
sprin,350,0
spring,361,0
springs,373,3010000000
b,298,0
bl,266,0
blo,290,0
blow,285,0
blowi,377,0
blowin,348,0
blowing,351,418000000
r,289,0
ro,272,0
roc,332,0
rock,363,0
rocki,345,0
rockin,264,0
rocking,367,201000000
r,289,0
ri,285,0
ris,311,0
risi,317,0
risin,326,0
rising,331,0
risings,278,1410000
b,298,0
ba,249,0
bag,274,0
bagg,304,0
bagge,306,0
bagger,319,0
baggers,283,47500000
a,303,0
an,301,0
ani,327,0
anim,336,0
anima,363,0
animal,340,0
animals,382,5130000000
r,289,0
ri,233,0
rig,328,0
righ,335,0
right,336,0
righte,385,0
righter,285,2200000
r,289,0
ri,281,0
rig,328,0
righ,335,0
right,336,0
righte,385,0
righted,289,5030000
r,289,0
ri,281,0
rid,301,0
ridi,322,0
ridin,310,0
riding,322,0
ridings,284,7520000
f,300,0
fa,296,0
fac,313,0
faci,317,0
facin,334,0
facing,340,0
facings,317,1300000000
r,289,0
re,295,0
rev,329,0
reve,318,0
revea,309,0
reveal,310,0
reveals,317,4050000000
b,298,0
bl,266,0
blo,290,0
blow,285,0
blowe,334,0
blower,331,0
blowers,339,150000000
c,265,0
ch,309,0
cho,330,0
choi,340,0
choic,349,0
choice,350,0
choicer,293,589000
c,265,0
ch,309,0
cho,330,0
choi,367,0
choic,349,0
choice,350,0
choices,357,5810000000
r,289,0
re,295,0
ret,297,0
retu,325,0
retur,326,0
return,327,0
returns,323,4600000000
v,259,0
vo,255,0
voi,288,0
voic,312,0
voici,282,0
voicin,325,0
voicing,326,204000000
w,284,0
wo,290,0
wor,291,0
worr,278,0
worri,309,0
worrie,310,0
worries,301,1410000000
r,289,0
re,295,0
res,331,0
rest,351,0
resti,379,0
restin,407,0
resting,408,551000000
c,265,0
ch,309,0
cho,330,0
choo,311,0
choos,326,0
choose,346,0
chooses,321,6750000000
s,310,0
sp,312,0
spr,338,0
spre,296,0
sprea,339,0
spread,340,0
spreads,361,1690000000
f,300,0
fa,296,0
fai,296,0
fail,312,0
faile,375,0
failer,379,0
failers,441,72900
f,300,0
fa,296,0
fal,275,0
fall,282,0
falli,358,0
fallin,366,0
falling,367,978000000
s,310,0
sp,312,0
spo,310,0
spot,337,0
spott,377,0
spotte,321,0
spotted,322,388000000
r,289,0
re,295,0
rep,299,0
repl,306,0
repli,302,0
replie,286,0
replies,322,2240000000
r,289,0
re,295,0
rep,299,0
repl,306,0
repli,302,0
replie,286,0
replied,299,262000000
t,273,0
th,321,0
thi,312,0
thin,334,0
thinn,329,0
thinne,324,0
thinned,275,19700000
f,300,0
fa,296,0
fal,275,0
fall,282,0
falle,328,0
faller,264,0
fallers,281,56300000
b,298,0
ba,318,0
bal,290,0
ball,276,0
balli,330,0
ballin,318,0
balling,294,20500000
b,298,0
bo,296,0
boa,305,0
boar,327,0
board,336,0
boarde,294,0
boarded,297,66700000
r,289,0
re,295,0
rep,299,0
repe,293,0
repea,299,0
repeat,306,0
repeats,312,1050000000
f,300,0
fa,296,0
far,312,0
fart,297,0
farth,337,0
farthe,345,0
farther,344,242000000
f,300,0
fu,260,0
fur,315,0
furt,322,0
furth,344,0
furthe,345,0
further,351,8280000000
c,265,0
ci,305,0
cir,319,0
circ,339,0
circl,318,0
circle,319,0
circles,348,10430000000
a,303,0
an,301,0
ano,291,0
anot,370,0
anoth,371,0
anothe,372,0
another,373,9020000000
r,289,0
re,295,0
rem,316,0
remo,342,0
remov,365,0
remove,365,0
removed,340,7640000000
f,300,0
fa,296,0
fas,319,0
fast,325,0
faste,348,0
fastes,371,0
fastest,372,754000000
r,289,0
re,295,0
rem,316,0
remo,342,0
remov,365,0
remove,365,0
removes,403,3100000000
f,300,0
fa,296,0
fat,333,0
fath,325,0
fathe,328,0
father,366,0
fathers,427,4010000000
t,273,0
th,321,0
thi,312,0
thic,299,0
thick,308,0
thicke,363,0
thicker,338,679000000
c,265,0
ci,305,0
cir,319,0
circ,339,0
circl,318,0
circle,319,0
circled,274,55100000
v,259,0
vi,288,0
vis,326,0
visi,329,0
visit,337,0
visite,297,0
visited,325,9720000000
r,289,0
re,295,0
rem,316,0
remi,287,0
remin,312,0
remind,336,0
reminds,353,868000000
f,300,0
fe,329,0
fea,319,0
fear,349,0
feari,320,0
fearin,352,0
fearing,353,96700000
s,310,0
sp,312,0
spi,231,0
spir,308,0
spiri,309,0
spirit,310,0
spirits,303,1390000000
c,265,0
cl,287,0
cla,274,0
clas,309,0
class,310,0
classe,327,0
classes,338,6840000000
a,303,0
an,301,0
ans,295,0
answ,361,0
answe,362,0
answer,363,0
answers,345,8700000000
c,265,0
cl,287,0
cle,310,0
clea,321,0
clean,316,0
cleane,322,0
cleaned,318,3010000000
t,273,0
th,321,0
tha,332,0
than,324,0
thank,335,0
thanke,252,0
thanked,293,158000000
w,284,0
wo,290,0
wor,321,0
worr,278,0
worri,309,0
worrie,310,0
worried,297,1270000000
r,280,0
re,295,0
rem,316,0
rema,343,0
remai,349,0
remain,350,0
remains,326,2490000000
c,265,0
cl,287,0
cle,325,0
clea,321,0
clear,318,0
cleare,282,0
cleared,306,912000000
r,280,0
re,295,0
ref,282,0
refu,319,0
refus,324,0
refuse,324,0
refuses,342,826000000
r,280,0
re,295,0
ref,282,0
refu,319,0
refus,324,0
refuse,324,0
refused,382,1370000000
w,284,0
wo,290,0
wor,291,0
work,314,0
worke,408,0
worker,423,0
workers,424,2330000000
r,280,0
re,295,0
red,261,0
redd,307,0
redde,253,0
reddes,295,0
reddest,309,2080000
y,284,0
ye,284,0
yel,372,0
yell,367,0
yello,368,0
yellow,369,0
yellows,385,6330000000
c,265,0
cl,287,0
cle,295,0
clea,321,0
clear,318,0
cleare,282,0
clearer,304,296000000
c,265,0
cl,287,0
cle,325,0
clea,321,0
clear,318,0
clearl,357,0
clearly,362,1940000000
c,265,0
cl,287,0
cli,298,0
clim,314,0
climb,331,0
climbe,324,0
climbed,318,829000000
t,273,0
te,316,0
tea,304,0
tear,344,0
teari,305,0
tearin,318,0
tearing,317,212000000
t,273,0
te,316,0
tea,304,0
team,341,0
teami,278,0
teamin,316,0
teaming,316,67000000
f,300,0
fi,302,0
fig,342,0
figu,352,0
figur,353,0
figure,320,0
figured,313,227000000
f,300,0
fi,302,0
fig,342,0
figu,352,0
figur,383,0
figure,320,0
figures,351,6190000000
u,286,0
us,280,0
usu,268,0
usua,310,0
usual,311,0
usuall,326,0
usually,327,5520000000
c,265,0
cl,287,0
clo,310,0
clos,322,0
close,334,0
closes,350,0
closest,351,1070000000
r,280,0
re,295,0
rea,292,0
reas,324,0
reaso,336,0
reason,351,0
reasons,369,8920000000
f,300,0
fi,302,0
fin,332,0
fina,335,0
final,341,0
finall,321,0
finally,322,2500000000
c,265,0
cl,287,0
clo,310,0
clos,322,0
close,334,0
closer,329,0
closers,297,1610000000
a,300,0
an,297,0
any,291,0
anyb,358,0
anybo,375,0
anybod,376,0
anybody,377,576000000
a,300,0
an,297,0
any,291,0
anym,299,0
anymo,318,0
anymor,324,0
anymore,325,1040000000
f,300,0
fi,302,0
fin,332,0
find,335,0
finde,321,0
finder,330,0
finders,361,884000000
b,292,0
bo,296,0
boo,267,0
boot,288,0
booti,283,0
bootin,319,0
booting,320,151000000
r,280,0
re,295,0
rea,292,0
real,358,0
reale,334,0
reales,344,0
realest,352,2010000000
c,265,0
cl,287,0
clo,310,0
clot,321,0
cloth,316,0
clothe,309,0
clothed,326,171000000
r,280,0
re,295,0
rea,292,0
read,290,0
readi,324,0
readie,283,0
readier,319,454000
r,280,0
re,295,0
rea,292,0
read,267,0
readi,354,0
readie,283,0
readies,321,10100000
r,280,0
re,295,0
rea,292,0
read,267,0
readi,354,0
readie,283,0
readied,318,6640000
f,300,0
fi,302,0
fin,332,0
fing,337,0
finge,338,0
finger,339,0
fingers,362,1510000000
t,273,0
te,316,0
tea,304,0
teac,338,0
teach,355,0
teache,360,0
teaches,329,4030000000
t,273,0
ta,295,0
tal,337,0
tall,348,0
talle,397,0
talles,398,0
tallest,399,536000000
c,265,0
cl,258,0
clo,310,0
clot,321,0
cloth,316,0
clothe,309,0
clothes,310,3610000000
r,280,0
re,295,0
rea,292,0
read,290,0
reade,374,0
reader,390,0
readers,399,8320000000
t,273,0
ta,295,0
tal,337,0
talk,306,0
talke,305,0
talker,278,0
talkers,315,10500000
c,265,0
cl,258,0
clo,310,0
clou,300,0
cloud,316,0
cloude,329,0
clouded,326,27400000
t,273,0
ta,295,0
tal,337,0
talk,306,0
talki,330,0
talkin,337,0
talking,338,2680000000
f,300,0
fi,302,0
fir,320,0
firi,313,0
firin,314,0
firing,315,0
firings,321,5870000
t,273,0
ta,295,0
tak,282,0
taki,315,0
takin,337,0
taking,386,0
takings,354,6130000
r,280,0
re,295,0
rea,292,0
reac,338,0
reach,339,0
reache,342,0
reached,306,2210000000
r,280,0
re,295,0
rea,292,0
reac,338,0
reach,339,0
reache,342,0
reaches,321,3090000000
r,280,0
ra,274,0
rai,291,0
rais,339,0
raisi,360,0
raisin,331,0
raising,372,2570000000
r,280,0
ra,274,0
rai,291,0
rain,310,0
raini,316,0
rainin,326,0
raining,341,357000000
f,300,0
fi,302,0
fis,289,0
fish,290,0
fishi,291,0
fishin,292,0
fishing,293,2400000000
q,274,0
qu,291,0
qui,284,0
quie,293,0
quiet,322,0
quietl,307,0
quietly,328,943000000
f,300,0
fi,302,0
fit,303,0
fitt,284,0
fitte,292,0
fittes,347,0
fittest,348,30100000
s,310,0
sy,324,0
sys,335,0
syst,370,0
syste,372,0
system,403,0
systems,388,15650000000
w,284,0
wh,316,0
whe,366,0
whet,286,0
wheth,333,0
whethe,345,0
whether,335,1890000000
b,292,0
bo,296,0
bot,298,0
both,302,0
bothe,301,0
bother,305,0
bothers,331,323000000
w,284,0
wr,281,0
wra,281,0
wrap,314,0
wrapp,339,0
wrappe,336,0
wrapped,344,553000000
f,300,0
fi,302,0
fit,303,0
fitt,284,0
fitte,292,0
fitter,284,0
fitters,302,79700000
q,274,0
qu,291,0
qui,284,0
quie,293,0
quiet,322,0
quiete,313,0
quieted,300,3910000
q,274,0
qu,291,0
qui,284,0
quic,323,0
quick,344,0
quickl,233,0
quickly,327,5210000000
c,273,0
co,284,0
cof,283,0
coff,284,0
coffe,287,0
coffee,288,0
coffees,328,1820000000
q,274,0
qu,291,0
qui,236,0
quic,323,0
quick,344,0
quicke,360,0
quicker,305,547000000
f,300,0
fi,302,0
fix,292,0
fixi,296,0
fixin,313,0
fixing,304,0
fixings,315,26000000
c,273,0
co,284,0
col,336,0
cold,288,0
colde,426,0
coldes,449,0
coldest,450,238000000
s,310,0
so,287,0
sou,356,0
soun,300,0
sound,301,0
sounde,345,0
sounded,301,295000000
a,300,0
ac,269,0
act,319,0
acti,321,0
actin,338,0
acting,350,0
actings,306,326000
a,300,0
an,297,0
any,291,0
anyw,321,0
anywa,323,0
anyway,324,0
anyways,327,796000000
f,300,0
fl,307,0
fla,215,0
flas,294,0
flash,305,0
flashe,321,0
flashed,323,518000000
f,300,0
fl,307,0
fla,215,0
flas,294,0
flash,305,0
flashe,321,0
flashes,411,1520000000
b,292,0
bo,296,0
bot,298,0
bott,327,0
bottl,299,0
bottle,300,0
bottles,311,1610000000
f,300,0
fl,307,0
fla,215,0
flat,237,0
flatt,300,0
flatte,309,0
flatter,327,157000000
f,300,0
fl,307,0
fla,288,0
flat,237,0
flatt,300,0
flatte,309,0
flatted,316,1430000
c,273,0
co,284,0
col,336,0
colo,344,0
color,355,0
colore,381,0
colored,358,10120000000
b,292,0
bo,296,0
bot,298,0
bott,327,0
bottl,299,0
bottle,300,0
bottled,372,204000000
s,310,0
so,287,0
sor,271,0
sort,299,0
sorti,330,0
sortin,331,0
sorting,345,692000000
f,300,0
fl,307,0
fli,302,0
flig,325,0
fligh,326,0
flight,327,0
flights,375,1540000000
p,288,0
pu,324,0
put,303,0
putt,305,0
putti,340,0
puttin,345,0
putting,339,9320000000
p,288,0
pu,324,0
pus,381,0
push,309,0
pushe,304,0
pusher,296,0
pushers,305,10500000
p,288,0
pu,324,0
pus,381,0
push,309,0
pushi,342,0
pushin,343,0
pushing,372,2970000000
f,300,0
fl,307,0
flo,300,0
flow,354,0
flowe,389,0
flower,320,0
flowers,346,2030000000
p,288,0
pu,324,0
pul,244,0
pull,303,0
pulle,329,0
puller,304,0
pullers,308,13100000
w,284,0
wo,290,0
won,287,0
wond,304,0
wonde,305,0
wonder,336,0
wonders,332,853000000
s,310,0
so,287,0
sor,271,0
sorr,298,0
sorri,264,0
sorrie,282,0
sorrier,318,227000
p,288,0
pr,333,0
pro,303,0
prov,328,0
provi,350,0
provin,323,0
proving,365,1690000000
c,273,0
co,233,0
com,299,0
comi,320,0
comin,344,0
coming,345,0
comings,372,11600000
b,292,0
bo,296,0
bot,298,0
bott,327,0
botto,349,0
bottom,350,0
bottoms,328,4770000000
b,292,0
bo,296,0
box,216,0
boxi,313,0
boxin,314,0
boxing,315,0
boxings,301,713000000
c,273,0
co,233,0
com,299,0
comp,325,0
compa,310,0
compan,348,0
company,351,9830000000
f,300,0
fo,266,0
fol,285,0
foll,337,0
follo,339,0
follow,340,0
follows,304,10530000000
y,284,0
yo,279,0
you,298,0
youn,327,0
young,328,0
younge,355,0
younger,366,1340000000
t,268,0
tr,318,0
tru,321,0
trus,341,0
trust,342,0
truste,377,0
trusted,377,1150000000
s,310,0
sw,282,0
swe,308,0
swee,253,0
sweet,346,0
sweete,362,0
sweeter,301,156000000
y,284,0
ye,284,0
yel,372,0
yell,304,0
yelli,291,0
yellin,335,0
yelling,341,286000000
w,284,0
wi,219,0
wit,232,0
with,316,0
witho,343,0
withou,344,0
without,345,11960000000
b,263,0
be,279,0
bea,278,0
beac,329,0
beach,355,0
beache,363,0
beached,356,15200000
f,300,0
fo,266,0
foo,298,0
foot,358,0
footi,296,0
footin,297,0
footing,298,145000000
b,263,0
be,279,0
bea,290,0
beac,329,0
beach,355,0
beache,363,0
beaches,364,2800000000
b,263,0
br,289,0
bra,306,0
brai,285,0
brain,286,0
braine,367,0
brained,305,7180000
b,263,0
be,279,0
bea,290,0
bear,288,0
beari,337,0
bearin,341,0
bearing,337,666000000
t,268,0
tr,318,0
tru,291,0
truc,318,0
truck,254,0
trucke,333,0
trucked,278,2660000
f,300,0
fo,270,0
for,310,0
forc,250,0
forci,316,0
forcin,332,0
forcing,337,506000000
w,284,0
wi,219,0
wis,342,0
wish,322,0
wishi,363,0
wishin,369,0
wishing,400,1020000000
f,300,0
fo,270,0
for,310,0
fore,261,0
fores,289,0
forest,289,0
forests,315,3070000000
a,300,0
ap,240,0
app,299,0
appe,295,0
appea,309,0
appear,342,0
appears,343,6000000000
a,300,0
ai,279,0
air,234,0
airi,285,0
airin,329,0
airing,369,0
airings,353,11200000
f,300,0
fo,270,0
for,314,0
fore,261,0
forev,333,0
foreve,334,0
forever,335,1340000000
f,300,0
fo,270,0
for,314,0
forg,324,0
forge,344,0
forget,352,0
forgets,320,1110000000
a,300,0
ac,269,0
acc,313,0
acce,329,0
accep,347,0
accept,348,0
accepts,333,5960000000
p,288,0
pr,333,0
pre,364,0
pres,324,0
press,343,0
presse,351,0
pressed,352,1240000000
w,284,0
wr,287,0
wro,262,0
wron,359,0
wrong,387,0
wronge,270,0
wronged,308,23700000
w,284,0
wi,283,0
win,287,0
wint,338,0
winte,343,0
winter,344,0
winters,334,3740000000
f,300,0
fo,270,0
for,314,0
form,277,0
formi,335,0
formin,338,0
forming,343,5940000000
p,288,0
pr,333,0
pre,364,0
pres,324,0
press,343,0
presse,351,0
presses,305,9520000000
b,292,0
be,273,0
bea,290,0
beat,249,0
beate,275,0
beater,262,0
beaters,322,49200000
w,284,0
wh,316,0
whe,366,0
whee,305,0
wheel,306,0
wheele,344,0
wheeled,336,75200000
b,292,0
be,273,0
bec,285,0
beca,357,0
becau,358,0
becaus,359,0
because,360,12370000000
c,273,0
co,284,0
coo,279,0
cool,281,0
coole,317,0
cooler,312,0
coolers,329,388000000
a,300,0
al,290,0
all,346,0
allo,293,0
allow,354,0
allowe,272,0
allowed,329,4090000000
p,288,0
po,271,0
pow,304,0
powe,305,0
power,306,0
powere,338,0
powered,342,3920000000
p,288,0
po,204,0
pou,325,0
pour,324,0
poure,304,0
pourer,285,0
pourers,341,3880000
p,288,0
po,271,0
pou,325,0
pour,324,0
pouri,328,0
pourin,329,0
pouring,368,392000000
t,273,0
tr,318,0
tri,337,0
trip,311,0
tripp,281,0
trippe,288,0
tripped,313,116000000
c,273,0
co,284,0
coo,279,0
cool,281,0
coole,317,0
cooles,341,0
coolest,342,358000000
b,292,0
br,304,0
bre,328,0
brea,329,0
breas,386,0
breast,387,0
breasts,370,1270000000
f,300,0
fr,303,0
fre,322,0
fres,316,0
fresh,315,0
freshe,285,0
fresher,275,179000000
s,310,0
so,291,0
som,325,0
some,407,0
someh,361,0
someho,362,0
somehow,363,325000000
f,300,0
fr,303,0
fri,294,0
frie,328,0
frien,326,0
friend,327,0
friends,344,6670000000
b,292,0
br,304,0
bre,328,0
brea,329,0
breat,361,0
breath,362,0
breaths,358,518000000
c,273,0
co,284,0
cop,299,0
copp,321,0
coppi,323,0
coppin,347,0
copping,279,10800000
f,300,0
fr,303,0
fro,339,0
fron,364,0
front,365,0
fronte,306,0
fronted,349,28200000
b,292,0
be,273,0
bec,285,0
beco,345,0
becom,346,0
become,363,0
becomes,340,9650000000
p,210,0
po,204,0
por,327,0
porc,263,0
porch,316,0
porche,333,0
porches,288,218000000
p,288,0
po,271,0
pop,286,0
popp,301,0
poppe,312,0
popper,289,0
poppers,300,83400000
p,210,0
po,271,0
pop,286,0
popp,301,0
poppi,304,0
poppin,326,0
popping,332,271000000
p,288,0
po,204,0
poo,267,0
poor,334,0
poore,351,0
poores,370,0
poorest,371,357000000
t,273,0
tr,318,0
tre,308,0
tree,286,0
treei,349,0
treein,368,0
treeing,369,5530000
f,300,0
fu,277,0
ful,318,0
full,332,0
fulle,343,0
fulles,314,0
fullest,315,134000000
p,288,0
po,204,0
poo,267,0
pool,224,0
pooli,275,0
poolin,334,0
pooling,344,449000000
p,288,0
po,204,0
pol,290,0
poli,321,0
polic,366,0
police,349,0
polices,387,2490000000
f,300,0
fu,277,0
fun,283,0
funn,320,0
funni,364,0
funnie,365,0
funnier,312,20000000
f,300,0
fu,277,0
fun,283,0
funn,320,0
funni,364,0
funnie,365,0
funnies,377,17000000
p,288,0
po,271,0
pol,290,0
poli,321,0
polic,348,0
police,349,0
policed,289,17000000
c,273,0
co,284,0
cor,287,0
corn,220,0
corne,320,0
corner,330,0
corners,418,1900000000
f,300,0
fu,277,0
fut,271,0
futu,349,0
futur,350,0
future,400,0
futures,335,6160000000
p,288,0
po,204,0
poi,303,0
poin,331,0
point,329,0
pointe,312,0
pointed,350,1200000000
g,301,0
ga,274,0
gam,287,0
gami,264,0
gamin,288,0
gaming,289,0
gamings,260,3290000
c,273,0
co,284,0
cou,299,0
coun,335,0
count,326,0
counte,331,0
counted,381,4530000000
p,288,0
po,204,0
poc,209,0
pock,295,0
pocke,310,0
pocket,311,0
pockets,287,950000000
w,284,0
we,329,0
wet,256,0
wett,278,0
wetti,287,0
wettin,297,0
wetting,305,91300000
p,288,0
pl,317,0
ple,296,0
plea,313,0
pleas,309,0
please,365,0
pleased,372,2240000000
g,301,0
ga,274,0
gar,281,0
gard,320,0
garde,304,0
garden,307,0
gardens,320,3060000000
w,284,0
we,329,0
wet,256,0
wett,278,0
wette,304,0
wetter,303,0
wetters,285,4920000
w,284,0
we,329,0
wet,256,0
wett,278,0
wette,304,0
wettes,347,0
wettest,348,22800000
p,288,0
pl,317,0
ple,230,0
plea,313,0
pleas,309,0
please,365,0
pleases,324,54800000
s,310,0
su,293,0
sun,299,0
sunn,322,0
sunni,295,0
sunnin,302,0
sunning,318,9880000
p,288,0
pl,317,0
pla,340,0
play,306,0
playe,342,0
player,343,0
players,361,3500000000
w,284,0
we,329,0
wes,243,0
west,340,0
weste,392,0
westes,274,0
westest,285,595000
c,273,0
co,284,0
cou,299,0
coun,335,0
count,326,0
countr,340,0
country,367,7660000000
g,301,0
ga,274,0
gat,297,0
gath,322,0
gathe,332,0
gather,333,0
gathers,306,967000000
b,292,0
br,304,0
bri,338,0
brid,333,0
bridg,335,0
bridge,340,0
bridges,353,1730000000
p,288,0
pl,317,0
pla,340,0
play,306,0
playi,349,0
playin,348,0
playing,349,19430000000
b,292,0
br,304,0
bri,338,0
brid,333,0
bridg,335,0
bridge,340,0
bridged,327,317000000
c,273,0
co,284,0
cou,299,0
coup,343,0
coupl,360,0
couple,361,0
couples,378,3770000000
