,0
/wiki/UNESCO,96334
/wiki/Critically_Endangered,2650
/wiki/Sampling_interval,37
/wiki/European_rabbit,11184
/wiki/Thomas_Cranmer,24363
/wiki/Pupillary_light_reflex,19261
/wiki/Oxyaenidae,852
/wiki/Sixth_Dynasty_of_Egypt,1989
/wiki/Kitten,27872
/wiki/Ascidiacea,7000
/wiki/Tacitus,24065
/wiki/Royal_coat_of_arms_of_the_United_Kingdom,19425
/wiki/Triassic,35120
/wiki/Brazil,354849
/wiki/Adjective,84565
/wiki/Glires,1941
/wiki/Close_vowel,3214
/wiki/Sound_mimesis_in_various_cultures,412
/wiki/Stoating,679
/wiki/Transcaucasus,967
/wiki/Barn_owl,30522
/wiki/Clade,25923
/wiki/Ethnic_German,2432
/wiki/Library_cat,396
/wiki/Lect,437
/wiki/Royal_Society_of_Sciences_in_Uppsala,350
/wiki/Arabizi,49
/wiki/Language_family,50739
/wiki/Georgian_language,27652
/wiki/Conditioned_reflex,308
/wiki/Pop_art,58296
/wiki/Slovakia,126490
/wiki/Corruption_in_Egypt,692
/wiki/Mandaeism,15081
/wiki/Hamburg,98036
/wiki/Kama_River,2215
/wiki/Abyssinian_cat,17223
/wiki/Open_surgery,609
/wiki/Public_holidays_in_Egypt,3769
/wiki/Typographic_ligature,14297
/wiki/Premolar,6022
/wiki/GCCF,88
/wiki/Farm_cat,3390
/wiki/Bolometer,6534
/wiki/Weero,108
/wiki/Farrier,10686
/wiki/Old_Saxony,5062
/wiki/Low_German,17964
/wiki/Fodder,15428
/wiki/Stimulate,378
/wiki/Genetic_drift,23731
/wiki/Reining,3307
/wiki/Kassala,2553
/wiki/Evolutionary_ideas_of_the_Renaissance_and_Enlightenment,916
/wiki/Eastern_grey_squirrel,584
/wiki/Gag_reflex,2698
/wiki/British_India,26031
/wiki/Germania_Slavica,453
/wiki/Brooks_Koepka,8677
/wiki/Thomas_Kyd,3863
/wiki/Rishi_Sunak,3901
/wiki/Slovenia,134817
/wiki/Great_Bible,4501
/wiki/Balkan_green_lizard,334
/wiki/Status_of_the_Irish_language,3447
/wiki/Meteorite_falls,565
/wiki/Cats,20254
/wiki/Finnic_languages,6771
/wiki/Sarcophagus,21077
/wiki/Diphthong,33681
/wiki/Name_of_Hungary,1844
/wiki/Late_Period_of_ancient_Egypt,4666
/wiki/Prishibinskoye,7
/wiki/Nineteenth_Dynasty_of_Egypt,5067
/wiki/Boa_constrictor,35480
/wiki/Greenhouses,340
/wiki/Restoration_literature,7484
/wiki/Germanic_languages,47136
/wiki/Scent_rubbing,9
/wiki/British_Museum,64897
/wiki/Eocene,18076
/wiki/Svalbard,79198
/wiki/Hejazi_Arabic,3438
/wiki/Gothic_language,15367
/wiki/Ambulacraria,771
/wiki/Quedlinburg,4218
/wiki/North_Brabant,8533
/wiki/Giza_pyramid_complex,18862
/wiki/Belgian_Blue,20332
/wiki/Moss,40886
/wiki/He_of_the_Sedge_and_Bee,-1
/wiki/Late_Middle_English,581
/wiki/Fossil,55875
/wiki/June_1,5846
/wiki/Nomenclature,24280
/wiki/Vasectomy,62806
/wiki/KMYS,872
/wiki/Acts_of_Union_1800,10465
/wiki/Ornithological,171
/wiki/Insular_Celtic,1074
/wiki/Manually_coded_language,2669
/wiki/Jurassic,51842
/wiki/Common_cuckoo,8036
/wiki/Titi,4401
/wiki/Sigismund_von_Herberstein,637
/wiki/Caribbean,119742
/wiki/Social_effects_of_evolutionary_theory,1636
/wiki/Lingual_papillae,254
/wiki/Third_Dynasty_of_Egypt,3157
/wiki/Zanzibar,101479
/wiki/Hyaenodonta,303
/wiki/Ethology,24563
/wiki/Sneeze,18630
/wiki/House_of_Lords,71176
/wiki/Alliteration,50075
/wiki/Linguistic_typology,4390
/wiki/Invertebrate,40006
/wiki/IUCN_Red_List_of_extinct_species,14852
/wiki/Lazarus_sign,8166
/wiki/Kryptopterus_vitreolus,1955
/wiki/Cat_genetics,1242
/wiki/Shrew,31207
/wiki/Fossorial,3533
/wiki/House_of_Commons_of_the_United_Kingdom,47869
/wiki/Cats_and_the_Internet,2731
/wiki/Escape_reflex,379
/wiki/Laurasia,10586
/wiki/Jumping_Frenchmen_of_Maine,2607
/wiki/Siberia,122978
/wiki/Virus_classification,19446
/wiki/Saxons,62927
/wiki/Digital_logic,1152
/wiki/Estrous,371
/wiki/Ventral_nerve_cord,1499
/wiki/Northern_Ireland,139731
/wiki/Africa,211950
/wiki/ISO_basic_Latin_alphabet,11694
/wiki/Purchasing_power_parity,100025
/wiki/Lists_of_IUCN_Red_List_critically_endangered_species,1642
/wiki/First_Intermediate_Period_of_Egypt,5204
/wiki/Zoological_nomenclature,597
/wiki/Tapetum_lucidum,18059
/wiki/Mule_deer,19951
/wiki/Bile,63740
/wiki/Hungarian_dzs,435
/wiki/Tame_bear,1602
/wiki/Simplicidentata,97
/wiki/Uralic_language_family,730
/wiki/Extant_taxa,399
/wiki/Nape,8443
/wiki/Sound_symbolism,3837
/wiki/Hinduism,262075
/wiki/History_of_republican_Egypt,-1
/wiki/Visible_spectrum,69940
/wiki/Therizinosaurus,8955
/wiki/Eutheria,12414
/wiki/Tonic_vibration_reflex,418
/wiki/Lower_Risk,602
/wiki/Northern_Europe,34305
/wiki/Saichania,1179
/wiki/Clothing_in_ancient_Egypt,16070
/wiki/Genetic_diversity,14027
/wiki/European_mainland,192
/wiki/West_Semitic_languages,1975
/wiki/Reflex,18501
/wiki/Conserved_signature_indels,282
/wiki/Upper_Egypt,8996
/wiki/Kingdom_of_Prussia,71541
/wiki/Northern_Eastern_Sudanic_languages,21
/wiki/Vocal_cords,2235
/wiki/Arab_Academy_of_Damascus,486
/wiki/Cultural_depictions_of_cats,4402
/wiki/Alexander_the_Great,362204
/wiki/Linnaea_borealis,313
/wiki/Tibetan_antelope,6358
/wiki/Rejection_of_evolution_by_religious_groups,-1
/wiki/Lyase,3427
/wiki/Chinese_mountain_cat,6585
/wiki/Palatal_consonant,5138
/wiki/Thermographic_camera,16357
/wiki/Gaeltacht,9250
/wiki/Sardinia,69380
/wiki/Patronymic,36633
/wiki/Manx_cat,25290
/wiki/Endonym_and_exonym,115
/wiki/Hypothermia,101950
/wiki/Uganda,118711
/wiki/Alarm_signal,1313
/wiki/Mammal,128871
/wiki/Egyptian_Christianity,25
/wiki/William_Langland,3364
/wiki/Nandiniidae,1470
/wiki/Scotopic_vision,3860
/wiki/Roy_Crane,500
/wiki/African_Union,46683
/wiki/Maghrebi_Arabic,4370
/wiki/Seafood,22559
/wiki/Cervical_vertebrae,33690
/wiki/Scandinavia,149130
/wiki/MtDNA,2017
/wiki/Bacillus_subtilis,20075
/wiki/Colonial_morphology,-1
/wiki/Coptic_Orthodox_Church,2894
/wiki/Speed_of_light,143691
/wiki/Spectral_range,162
/wiki/Larynx,48354
/wiki/Human_eye,88433
/wiki/Carnassial,3099
/wiki/Stray_dog,1094
/wiki/Kuwait,337361
/wiki/Miocene,20225
/wiki/Cathode_ray_tube,53248
/wiki/Lagomorpha,14598
/wiki/Feral_cat,28122
/wiki/Cat_massage,1317
/wiki/Optical_heterodyne_detection,2390
/wiki/Zoroastrianism,229145
/wiki/Qasr_Ibrim,685
/wiki/Denmark,314747
/wiki/Reproductive_organ,783
/wiki/Tooth_enamel,21715
/wiki/Mural,21284
/wiki/English_orthography,11817
/wiki/First_language,26887
/wiki/African_Invertebrates,495
/wiki/Evidence_of_common_descent,17357
/wiki/Ennoblement,1422
/wiki/Mongolian_language,26220
/wiki/Classical_language,14939
/wiki/Dynasties_of_ancient_Egypt,-1
/wiki/Pendulum,50464
/wiki/Lumbar_vertebrae,20317
/wiki/Reproduction,37479
/wiki/Nile,113337
/wiki/Civilization,64928
/wiki/Southeast_Asia,117218
/wiki/Strobe_light,10639
/wiki/Tanintharyi_Region,2243
/wiki/List_of_countries_and_dependencies_by_area,261734
/wiki/Nickelodeon,92039
/wiki/Old_Nubian,354
/wiki/Narmer,18302
/wiki/Diodorus_Siculus,8103
/wiki/IETF_language_tag,5897
/wiki/Port_town,315
/wiki/Systema_Naturae,5830
/wiki/May_30,4564
/wiki/Romania,236029
/wiki/Early_modern_period,24930
/wiki/Sound,89981
/wiki/Muilla,200
/wiki/Leibniz,2615
/wiki/Urinary_incontinence,30317
/wiki/Territorial_marking,1213
/wiki/South_Asia,82452
/wiki/Ichthyology,7402
/wiki/Anal_wink,4236
/wiki/Genetic_variation,14934
/wiki/Bobwhite_quail,1503
/wiki/Richard_Pynson,444
/wiki/Coccyx,33730
/wiki/Cuckoo,27921
/wiki/Pantherinae,11694
/wiki/Springhare,1041
/wiki/Black_cat,25581
/wiki/List_of_feeding_behaviours,7076
/wiki/Abdominal_reflex,2889
/wiki/Moonlight,6991
/wiki/Social_predator,13
/wiki/Ryukyu_Islands,18603
/wiki/Coelom,14475
/wiki/Navel,41452
/wiki/Tubal_ligation,26842
/wiki/Fusional_language,6774
/wiki/Kaliningrad,59206
/wiki/Monogamous_pairing_in_animals,2285
/wiki/Plant_reproductive_morphology,8085
/wiki/Scorpion,78873
/wiki/South_African_National_Biodiversity_Institute,39
/wiki/Christian_Era,644
/wiki/Chasmaporthetes,1067
/wiki/Golden_retrievers,211
/wiki/Gular_fluttering,92
/wiki/Fever,97907
/wiki/Hedgehog,83167
/wiki/Ultraviolet_light,3586
/wiki/Fowling,640
/wiki/Berehove_Raion,295
/wiki/German_as_a_minority_language,930
/wiki/Ernest_Ingersoll,497
/wiki/Middle_English_orthography,93
/wiki/Library_of_Congress,40101
/wiki/Upper_house,17338
/wiki/Egyptian_Civil_Code,755
/wiki/Urine,45179
/wiki/Morepork,2506
/wiki/Seed_predator,66
/wiki/Arabs,69653
/wiki/Moscow_State_University,17204
/wiki/Henan_Province,700
/wiki/Homo,49373
/wiki/Embalming,35088
/wiki/Daylight,8632
/wiki/American_ermine,-1
/wiki/Photocathode,1565
/wiki/Phylogenetic_tree,26023
/wiki/Animal_cognition,10445
/wiki/Latin,124509
/wiki/Nepali_language,31864
/wiki/Transmutation_of_species,3804
/wiki/Tunicate,18310
/wiki/Sunda_Island_tiger,-1
/wiki/Bacteria,128812
/wiki/Turaco,3045
/wiki/Periodization_of_ancient_Egypt,-1
/wiki/Gulf_of_Bothnia,5315
/wiki/Silurian,21564
/wiki/Sunda_leopard_cat,-1
/wiki/Phalangeriformes,601
/wiki/SI,10299
/wiki/Energy_in_Egypt,2677
/wiki/Jaguar,153932
/wiki/American_woodcock,4228
/wiki/Lake_Baikal,73223
/wiki/Roman_naming_conventions,10507
/wiki/Vibration,28542
/wiki/History_of_Egypt_under_the_Muhammad_Ali_dynasty,3888
/wiki/Electric_arc,16489
/wiki/Ninth_Dynasty_of_Egypt,1016
/wiki/Callitrichids,80
/wiki/The_Frogs,5289
/wiki/Human_interaction_with_cats,7496
/wiki/Transducer,38812
/wiki/Cairo,73730
/wiki/Abu_Dhabi_Marathon,-1
/wiki/Mathematics_Genealogy_Project,5599
/wiki/Diastema,10728
/wiki/Western_European_Time,4213
/wiki/Far_East,20855
/wiki/Bacterial_cell_structure,43149
/wiki/Automotive_night_vision,4441
/wiki/Physician,59095
/wiki/Johannes_Palmberg,153
/wiki/Western_European_Summer_Time,1898
/wiki/Syria,281425
/wiki/Thirteen_Colonies,118692
/wiki/Socotra,45980
/wiki/Khedivate_of_Egypt,7043
/wiki/Ecotype,3063
/wiki/Pompilidae,844
/wiki/Celtic_Sea,7114
/wiki/Sternum,29214
/wiki/Endangered_Species_Act_of_1973,267
/wiki/Felis,11284
/wiki/Ctenophora,13410
/wiki/Rectory,1307
/wiki/M1_Carbine,6440
/wiki/Early_Modern_Irish,243
/wiki/Musurgia_Universalis,34
/wiki/Archaic_Egyptian_language,698
/wiki/Human_evolution,131518
/wiki/Egg_predation,-1
/wiki/Cirrus_Aircraft,5383
/wiki/Caspian_tiger,19162
/wiki/Third_Intermediate_Period_of_Egypt,5228
/wiki/Hemichordate,4145
/wiki/Dance_in_ancient_Egypt,2217
/wiki/Frequency_counter,4209
/wiki/Jokes,1504
/wiki/Automatic_behavior,1597
/wiki/List_of_cat_breeds,55757
/wiki/American_Veterinary_Medical_Association,1886
/wiki/Wild_animal,2005
/wiki/Electromagnetic_spectrum,112105
/wiki/List_of_endangered_species_in_North_America,5845
/wiki/Greeks,41090
/wiki/Anno_Domini,145630
/wiki/Ptolemaic_period,527
/wiki/Applications_of_evolution,1039
/wiki/Patella_vulgata,1759
/wiki/African_civet,6069
/wiki/Botanischer_Garten_Karlsruhe,158
/wiki/Chinchilla,83450
/wiki/Ptolemaic_Egypt,6477
/wiki/Constitution_of_Ireland,8665
/wiki/Victor_Loche,186
/wiki/Mongrel,26767
/wiki/Animal_migration,9846
/wiki/Austronesian_peoples,18966
/wiki/Grassland,42094
/wiki/Angelo_Emo,535
/wiki/Tool_use_in_animals,208
/wiki/Primitive_Irish,2578
/wiki/Kurdish_languages,16221
/wiki/Mustela_richardsonii,-1
/wiki/Temple_of_Edfu,3747
/wiki/Research_Institute_for_Linguistics_of_the_Hungarian_Academy_of_Sciences,234
/wiki/Anglic_languages,2955
/wiki/Model_organism,11230
/wiki/Johann_Friedrich_Gmelin,1109
/wiki/Theban_Necropolis,1875
/wiki/Megaannum,11496
/wiki/Religion_in_Egypt,14551
/wiki/John_Edward_Gray,3147
/wiki/Late_Paleocene,466
/wiki/Ossify,262
/wiki/Nandina,7572
/wiki/Local_extinction,9913
/wiki/Uterine_horns,2534
/wiki/Ecological_genetics,1241
/wiki/Darkness,9186
/wiki/Piacenzian,1662
/wiki/Austronesian_languages,22979
/wiki/List_of_languages_by_first_written_accounts,40923
/wiki/West_Low_German,1553
/wiki/Samuel_Pepys,34010
/wiki/List_of_days_of_the_year,-1
/wiki/Classical_Latin,9206
/wiki/Polygyny_in_nature,578
/wiki/Purr,17642
/wiki/Animal,188439
/wiki/List_of_countries_and_dependencies_by_population,227258
/wiki/State_of_Palestine,99259
/wiki/President_of_Egypt,12221
/wiki/British_Isles,42499
/wiki/Spermatogonium,2863
/wiki/Timbre,28119
/wiki/Precambrian,35922
/wiki/Modern_English,10062
/wiki/Acts_of_Union_1707,19825
/wiki/Dewclaw,22992
/wiki/Biogeography,12508
/wiki/British_Asian,12945
/wiki/Amino_acid,171590
/wiki/House_mouse,27715
/wiki/Ichneumon_wasp,609
/wiki/Canadian_Veterinary_Medical_Association,2
/wiki/Dair_language,17
/wiki/Autosomal,2493
/wiki/Samuel_Taylor_Coleridge,43030
/wiki/Prionailurus,3089
/wiki/Alexander_Roslin,1874
/wiki/L2_speakers,3959
/wiki/Norman_de_Garis_Davies,49
/wiki/Westphalia,14295
/wiki/Nubian_languages,2300
/wiki/James_VI_and_I,177510
/wiki/Upper_and_Lower_Egypt,11482
/wiki/Federal_Agency_for_Nature_Conservation,372
/wiki/Caucasian_wildcat,115
/wiki/Theistic_evolution,10495
/wiki/Jerez_de_la_Frontera,10667
/wiki/British_people,47886
/wiki/Cycle_per_second,3203
/wiki/Vojvodina,14937
/wiki/Cinema_of_Egypt,3082
/wiki/Sperm,70788
/wiki/Khafre,1836
/wiki/Hyena,74430
/wiki/Sweden,316579
/wiki/Celtic_language_family,9
/wiki/Hamster,62357
/wiki/Ediacaran,8420
/wiki/Morocco,266511
/wiki/Thesis,54824
/wiki/Lumbar_spinal_nerve_3,482
/wiki/Lophocyonidae,-1
/wiki/Tabby_cat,54449
/wiki/Multilingual,2364
/wiki/James_Bruce,1678
/wiki/Antal_Reguly,171
/wiki/Glossary_of_evolutionary_biology,-1
/wiki/Prairie_dog,23244
/wiki/Reconstructed_language,456
/wiki/Reindeer,57673
/wiki/Peter_Ascanius,333
/wiki/Ancient_Greek,68191
/wiki/Monotreme,39308
/wiki/Monotremata,4283
/wiki/Nocturnality,16354
/wiki/Russian_Far_East,16434
/wiki/Neutering,25554
/wiki/Spiders,2616
/wiki/Fourteenth_Dynasty_of_Egypt,1431
/wiki/Neogale,-1
/wiki/Radio_wave,41489
/wiki/Christianity,199110
/wiki/Echinopsis_pachanoi,16244
/wiki/Coptic_Canadians,181
/wiki/List_of_sovereign_states_and_dependent_territories_in_Asia,24664
/wiki/Palmomental_reflex,3593
/wiki/Zoological_specimen,1023
/wiki/Northern_Germany,5025
/wiki/Nonconcatenative_morphology,1387
/wiki/History_of_Egypt_under_the_British,9756
/wiki/United_Nations,293759
/wiki/English_Channel,46044
/wiki/Paraguay,66537
/wiki/Edward_Lee_Greene,292
/wiki/Ultrasound,65461
/wiki/Central_Asia,58131
/wiki/European_wildcat,9560
/wiki/Cone_cell,19160
/wiki/Maximilian_Hell,700
/wiki/Type_specimen,795
/wiki/East_Asia,62074
/wiki/Baffin_Island,19587
/wiki/Bilateria,8156
/wiki/Bipedalism,14056
/wiki/Coptic_music,663
/wiki/Vladimir_Geptner,-1
/wiki/Manx_language,16927
/wiki/Investiture_of_the_Archangel_Michael,-1
/wiki/Boidae,6218
/wiki/Syriac_language,16131
/wiki/Phylogenetic,2380
/wiki/Volga_River,29394
/wiki/Crops,1615
/wiki/Gelding,16218
/wiki/BioOne,691
/wiki/Eusebius_McKaiser,-1
/wiki/Classical_Gaelic,618
/wiki/Mammalogy,2121
/wiki/Kadaru_language,21
/wiki/Open_vowel,3190
/wiki/Bear,99616
/wiki/Herpetology,10628
/wiki/Electromagnet,38623
/wiki/Outer_nuclear_layer,628
/wiki/Iriomote_Island,250
/wiki/Hay,20484
/wiki/Yiddish_language,24646
/wiki/Russian_invasion_of_Ukraine,207
/wiki/Savanna,36726
/wiki/Ottoman_Empire,372966
/wiki/Old_Egyptian_language,852
/wiki/A_Dictionary_of_the_English_Language,8782
/wiki/Indian_rhinoceros,24926
/wiki/Saqqara,10060
/wiki/Feline_asthma,2779
/wiki/The_Oxford_English_Dictionary,374
/wiki/Altacreodus,-1
/wiki/Siberian_tiger,61598
/wiki/Scratch_reflex,1728
/wiki/Caudofemoralis,267
/wiki/Shrubland,6065
/wiki/Television_in_Egypt,982
/wiki/Germans,42653
/wiki/Threatened_species,7000
/wiki/Integument,2824
/wiki/Facial_nerve,41851
/wiki/Ciliate,10750
/wiki/Flea,42454
/wiki/Coptic_history,1833
/wiki/Tetrapod,20035
/wiki/Isle_of_Man,150625
/wiki/Kellas_cat,3052
/wiki/Evolutionary_computation,6392
/wiki/Nuba_mountains,185
/wiki/Eristalis,443
/wiki/Theology,35251
/wiki/Hindi_language,69631
/wiki/Feral_animal,10266
/wiki/Museum_of_Fine_Arts_of_Lyon,1231
/wiki/Western_Sahara,57581
/wiki/Theodor_Haltenorth,440
/wiki/Slug,26149
/wiki/Azerbaijan,179991
/wiki/Iranian_peoples,26533
/wiki/Hertz,65942
/wiki/Homo_sapiens,118057
/wiki/Hungarian_cs,250
/wiki/Paleontology,38088
/wiki/Lancelet,9565
/wiki/List_of_radio_stations_in_Egypt,1136
/wiki/Comparative_anatomy,8572
/wiki/Puppy_cat,43950
/wiki/Vertebral_lines,-1
/wiki/Laboratory_experiments_of_speciation,-1
/wiki/Working_cat,162
/wiki/Subtribe,444
/wiki/Venetian_bombardments_of_the_Beylik_of_Tunis,-1
/wiki/China,589550
/wiki/Cat,288262
/wiki/Resonance,50016
/wiki/2023_PGA_Championship,-1
/wiki/Elizabethan_literature,6552
/wiki/University_of_Strasbourg,5442
/wiki/Creodonta,2303
/wiki/Ptolemy_XII_Auletes,6334
/wiki/New_Zealand_Threat_Classification_System,345
/wiki/Zoogeography,1478
/wiki/Front_vowel,7987
/wiki/Eifel,4652
/wiki/Lower_house,14514
/wiki/Ornithology,19988
/wiki/High_German_languages,7593
/wiki/Ground_reaction_force,2201
/wiki/Indigenous_language,3765
/wiki/Tamezo_Mori,239
/wiki/Great_Vowel_Shift,22623
/wiki/Abscission,4366
/wiki/Motor_neuron,18954
/wiki/Alabaster,21018
/wiki/Subphylum,2333
/wiki/Lion_taming,2749
/wiki/List_of_islands_of_the_United_Kingdom,6802
/wiki/Alaska,251513
/wiki/Middle_Eocene,485
/wiki/Asymmetrical_tonic_neck_reflex,7466
/wiki/Old_Nubian_language,2325
/wiki/Welsh_language,64568
/wiki/Average,29637
/wiki/Indian_leopard,9494
/wiki/1468,664
/wiki/Binding_over,1984
/wiki/XDNA,319
/wiki/John_Gould,2823
/wiki/Bacterial_cellular_morphologies,6002
/wiki/Fertile_Crescent,30935
/wiki/Digital_display,617
/wiki/Masseter,2228
/wiki/Baruch_Spinoza,45910
/wiki/Eleventh_Dynasty_of_Egypt,1948
/wiki/Whiskers,9210
/wiki/Tyndale_Bible,7621
/wiki/Pilgrim,14734
/wiki/High_German,2409
/wiki/Georgian_era,111941
/wiki/Serotonin,145523
/wiki/Nominate_subspecies,1769
/wiki/Least_concern,2937
/wiki/Olof_Celsius,337
/wiki/Phylum,42620
/wiki/Evolutionary_physiology,1342
/wiki/Guinea_pig,96506
/wiki/Centers_for_Disease_Control_and_Prevention,44887
/wiki/Rescue_group,379
/wiki/Feline_zoonosis,1092
/wiki/First_Folio,14375
/wiki/Larvacean,47
/wiki/European_Russia,13060
/wiki/Hungarians,25348
/wiki/Lighting,22153
/wiki/Metrorrhagia,9155
/wiki/Lichen,53321
/wiki/Palmar_grasp_reflex,4685
/wiki/Linguistic_imperialism,4392
/wiki/Puberty,81419
/wiki/Coptic_Australians,294
/wiki/Hover_fly,178
/wiki/Karaginsky_Island,660
/wiki/Copts_in_Sudan,894
/wiki/Anatomical_terms_of_location,70092
/wiki/Sine_wave,38052
/wiki/Creodont,1005
/wiki/Ocean_surface_wave,2691
/wiki/Kartvelian_languages,8215
/wiki/Trout,30484
/wiki/Landrace,14855
/wiki/East_Low_German,1318
/wiki/Tiger_shark,42500
/wiki/Eighteenth_Dynasty_of_Egypt,8881
/wiki/Ob_river,243
/wiki/Diode,86986
/wiki/Cat_righting_reflex,7790
/wiki/Galen,30937
/wiki/West_Germanic_languages,26450
/wiki/Hungarian_names,5010
/wiki/Cervix,64293
/wiki/Egyptology,8794
/wiki/Temporal_fossa,2354
/wiki/Proper_noun,18673
/wiki/Felinine,298
/wiki/Pitcher_plant,16979
/wiki/Sundew,3057
/wiki/Votive_offering,3883
/wiki/Monarchy_of_the_United_Kingdom,57562
/wiki/Viverroidea,267
/wiki/Binomial_nomenclature,59264
/wiki/Placenta,70196
/wiki/Bahrani_Arabic,1560
/wiki/Ahmad_Kamal,306
/wiki/Norman_French,1531
/wiki/Burgenland,6849
/wiki/Phonetics,38642
/wiki/Liturgical_language,1957
/wiki/Coptology,485
/wiki/Osorkon_II,1886
/wiki/Ghulfan_language,23
/wiki/Tagalog_language,55355
/wiki/Oder,6732
/wiki/Sohar,5451
/wiki/Tame_animal,3885
/wiki/Uralic_language,491
/wiki/Hungarian_zs,255
